BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2014;270000417;760025734;M1010;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;270000417;760025734;M1320;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2014;270000417;760025734;M3040;;;1;;;;;;0.12;;;;;;;;;;1;0.12;
Q20;2014;270000417;760025734;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2014;270000417;760025734;M9999;1;1;2;1;;;;;1.62;1.5;;;;;;;;;5;3.12;
Q20;2014;270000425;270000102;M1010;1;3;3;2;;;;;2.6;3.6;;5.7;;;0.5;;;;9;6.2;
Q20;2014;270000425;270000102;M1030;1;;1;;;;;;1.6;;;1;;;;0.6;;;2;1.6;
Q20;2014;270000425;270000102;M1040;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;270000425;270000102;M1090;1;;1;;;;;;1.4;;;1;;;;0.4;;;2;1.4;
Q20;2014;270000425;270000102;M1100;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;270000425;270000102;M1110;;;1;;;;;;;0.2;;;;;0.2;;;;1;0.2;
Q20;2014;270000425;270000102;M1130;;;1;;;;;;0.07;;;;;;0.07;;;;1;0.07;
Q20;2014;270000425;270000102;M1160;;1;2;;;;;;0.7;1;;1.6;;;0.1;;;;3;1.7;
Q20;2014;270000425;270000102;M1200;2;1;1;;;;;;2.6;1;;2;;;1;0.6;;;4;3.6;
Q20;2014;270000425;270000102;M1320;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;270000425;270000102;M2010;1;;3;;;;;;1.4;;;1;;;0.3;0.1;;;4;1.4;
Q20;2014;270000425;270000102;M2020;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;270000425;270000102;M2030;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;270000425;270000102;M2050;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2014;270000425;270000102;M2070;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;270000425;270000102;M2080;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;270000425;270000102;M2100;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2014;270000425;270000102;M3050;;2;;;;;;;;2;;1;;;;1;;;2;2;
Q20;2014;270000425;270000102;M9999;6;9;20;2;;;;;13.47;9.8;;17.7;;;2.87;2.7;23.27;;37;23.27;
Q20;2014;270000433;750043994;M1010;1;2;;;;;;;1;2;;;;;;;;;3;3;
Q20;2014;270000433;750043994;M9999;1;2;;;;;;;1;2;;;;;;;3;;3;3;
Q20;2014;270000441;270000110;M1010;5;1;7;0;;;;;7.23;1;;2.99;;;5.24;;;;13;8.23;
Q20;2014;270000441;270000110;M1160;;;2;1;;;;;1.6;0.05;;;;;1.65;;;;3;1.65;
Q20;2014;270000441;270000110;M1320;;;;1;;;;;;0.5;;0.5;;;;;;;1;0.5;
Q20;2014;270000441;270000110;M2030;;;1;;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2014;270000441;270000110;M2080;;;1;;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2014;270000441;270000110;M3040;;1;;;;;;;;0.2;;0.2;;;;;;;1;0.2;
Q20;2014;270000441;270000110;M3050;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;270000441;270000110;M3060;;;1;;;;;;0.2;;;;;;;0.2;;;1;0.2;
Q20;2014;270000441;270000110;M9999;6;2;12;2;;;;;10.43;1.75;;5.09;;;6.89;0.2;;;22;12.18;
Q20;2014;270000458;270023724;M1010;1;4;1;10;;;;;1.96;9.06;;5.44;;;3.4;2.18;;;16;11.02;
Q20;2014;270000458;270023724;M1030;3;1;1;;;;;;2.93;1;;2.93;1;;;;;;5;3.93;
Q20;2014;270000458;270023724;M1040;2;;;;;;;;2;;;1;;;1;;;;2;2;
Q20;2014;270000458;270023724;M1070;1;1;;1;;;;;1;1.76;;1.8;0.83;;;0.13;;;3;2.76;
Q20;2014;270000458;270023724;M1090;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2014;270000458;270023724;M1100;1;;;;;;;;0.5;;;0.5;;;;;;;1;0.5;
Q20;2014;270000458;270023724;M1110;;;;;;;;;0.35;0.35;;0.7;;;;;;;;0.7;
Q20;2014;270000458;270023724;M1130;;;;;;;;;;0.2;;;;;;0.2;;;;0.2;
Q20;2014;270000458;270023724;M1140;1;;;;;;;;1;0.3;;1.3;;;;;;;1;1.3;
Q20;2014;270000458;270023724;M1150;2;1;;;;;;;2;1;;2.5;;;;0.5;;;3;3;
Q20;2014;270000458;270023724;M1160;1;;1;;;;;;2.5;;;1.3;;;1.2;;;;2;2.5;
Q20;2014;270000458;270023724;M1170;;;;;;;;;0.1;;;;;;0.1;;;;;0.1;
Q20;2014;270000458;270023724;M1190;;;;;;;;;;0.42;;0.22;;;0.2;;;;;0.42;
Q20;2014;270000458;270023724;M1200;;;1;;;;;;;0.4;;;;;0.4;;;;1;0.4;
Q20;2014;270000458;270023724;M1320;2;1;;;;;;;2;1.05;;1.05;;;1.75;0.25;;;3;3.05;
Q20;2014;270000458;270023724;M2010;;;1;;;;;;1.1;;;;;;1.1;;;;1;1.1;
Q20;2014;270000458;270023724;M2030;3;;;;;;;;3;0.17;;1;0.17;;0.17;1.83;;;3;3.17;
Q20;2014;270000458;270023724;M2050;1;1;2;1;;;;;2.19;2.13;;2.6;1.26;;0.33;0.13;;;5;4.32;
Q20;2014;270000458;270023724;M2070;1;;;;;;;;0.6;;;0.4;0.2;;;;;;1;0.6;
Q20;2014;270000458;270023724;M2080;;;1;;;;;;0.8;;;0.7;0.1;;;;;;1;0.8;
Q20;2014;270000458;270023724;M2100;;;1;;;;;;0.93;;;0.93;;;;;;;1;0.93;
Q20;2014;270000458;270023724;M2120;;;;;;;;;0.25;;;0.25;;;;;;;;0.25;
Q20;2014;270000458;270023724;M3012;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2014;270000458;270023724;M3030;;;1;;;;;;0.4;;;;;;0.4;;;;1;0.4;
Q20;2014;270000458;270023724;M3040;;;;;;;;;0.2;;;;0.17;;;0.03;;;;0.2;
Q20;2014;270000458;270023724;M3050;;1;;;;;;;;1;;0.75;;;;0.25;;;1;1;
Q20;2014;270000458;270023724;M9999;21;12;10;12;;;;;27.81;20.84;;29.37;3.73;;10.05;5.5;;;55;48.65;
Q20;2014;270000474;270000136;M1320;;;;;5;;;;;;;;;;;;;;;;5
Q20;2014;270000474;270000136;M3050;;;;1;;;;;;0.6;;;;;;0.6;;;1;0.6;
Q20;2014;270000474;270000136;M9999;;;;1;5;;;;;0.6;;;;;;0.6;;;1;0.6;5
Q20;2014;270000482;270000144;M1010;1;;1;;;;;;0.9;;;0.9;;;;;;;2;0.9;
Q20;2014;270000482;270000144;M3050;;;1;;;;;;0.5;;;0.5;;;;;;;1;0.5;
Q20;2014;270000482;270000144;M9999;1;;2;;;;;;1.4;;;1.4;;;;;;;3;1.4;
Q20;2014;270000516;270000177;M1010;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;270000516;270000177;M3050;;;;1;;;;;;1;;;;;;1;;;1;1;
Q20;2014;270000516;270000177;M9999;;;;1;;;3;1;;1;;;;;;1;;;1;1;4
Q20;2014;270000532;270000185;M1010;;;1;;;;2;;0.6;;;;;;0.6;;;;1;0.6;2
Q20;2014;270000532;270000185;M3050;;;1;;;;;;0.02;;;;;;0.02;;;;1;0.02;
Q20;2014;270000532;270000185;M9999;;;2;;;;2;;0.62;;;;;;0.62;;0.62;;2;0.62;2
Q20;2014;270000573;270000219;M3020;28;25;6;11;0;0;0;0;24.14;27.92;0;52.06;;0;0;0;;;70;52.06;0
Q20;2014;270000573;270000219;M3040;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;0;1;0
Q20;2014;270000573;270000219;M3050;0;1;0;1;0;0;0;0;0;1.98;0;1.98;0;0;0;0;;;2;1.98;0
Q20;2014;270000573;270000219;M9999;28;26;6;12;0;0;0;0;25.14;29.9;0;55.04;0;0;0;0;;;72;55.04;0
Q20;2014;270000862;270000953;M1010;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;270000862;270000953;M1030;;;;;3;;1;2;;;;;;;;;;;;;6
Q20;2014;270000862;270000953;M1040;;;;;5;2;;;;;;;;;;;;;;;7
Q20;2014;270000862;270000953;M1090;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;270000862;270000953;M1160;;;;;;;3;2;;;;;;;;;;;;;5
Q20;2014;270000862;270000953;M1210;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2014;270000862;270000953;M2030;;;;;2;;1;;;;;;;;;;;;;;3
Q20;2014;270000862;270000953;M2040;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;270000862;270000953;M2070;;;;;4;1;;;;;;;;;;;;;;;5
Q20;2014;270000862;270000953;M2080;;;;;3;;2;;;;;;;;;;;;;;5
Q20;2014;270000862;270000953;M2120;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;270000862;270000953;M2130;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;270000862;270000953;M9999;;;;;20;3;15;5;;;;;;;;;;;;;43
Q20;2014;270000870;270000987;M1200;1;;1;;;;;;1.2;;;;;;;;;;2;1.2;
Q20;2014;270000870;270000987;M9999;1;;1;;;;;;1.2;;;;;;;;1.7;;2;1.2;
Q20;2014;270000896;930019484;M1010;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;270000896;930019484;M1120;;;;1;;;;;;0.8;;;;;;;;;1;0.8;
Q20;2014;270000896;930019484;M1180;;;1;1;;;;;0.63;0.06;;;;;;;;;2;0.69;
Q20;2014;270000896;930019484;M1320;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;270000896;930019484;M3050;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;270000896;930019484;M9999;2;;2;2;;;;;3.13;0.86;;;;;;;4.81;;6;3.99;
Q20;2014;270000912;750814030;M1040;;;3;2;;;;;1.6;0.15;;;;;;;;;5;1.75;
Q20;2014;270000912;750814030;M1070;;2;;;;;;;;2;;;;;;;;;2;2;
Q20;2014;270000912;750814030;M1120;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2014;270000912;750814030;M1150;2;;;;;;;;1.83;;;;;;;;;;2;1.83;
Q20;2014;270000912;750814030;M1160;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;270000912;750814030;M1180;3;;;1;;;;;3;0.28;;;;;;;;;4;3.28;
Q20;2014;270000912;750814030;M1200;3;;;1;;;;;3;0.8;;;;;;;;;4;3.8;
Q20;2014;270000912;750814030;M1320;1;3;;;;;;;1;2.12;;;;;;;;;4;3.12;
Q20;2014;270000912;750814030;M3012;;;1;;;;;;;1;;;;;;;;;1;1;
Q20;2014;270000912;750814030;M3020;;;1;;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2014;270000912;750814030;M3050;;;1;;;;;;;1;;;;;;;;;1;1;
Q20;2014;270000912;750814030;M9999;11;5;7;4;;;;;12.53;7.55;;;;;;;;;27;20.08;
Q20;2014;270003924;760024042;M1010;1;;1;1;;;;;1.5;0.8;;1.3;;;;1;;;3;2.3;
Q20;2014;270003924;760024042;M9999;1;;1;1;;;;;1.5;0.8;;1.3;;;;1;;;3;2.3;
Q20;2014;270016058;270016009;M1130;;;;1;;;;;;0.8;;;;;;;;;1;0.8;
Q20;2014;270016058;270016009;M3050;;;;1;;;;;;0.06;;;;;;;;;1;0.06;
Q20;2014;270016058;270016009;M9999;;;;2;;;;;;0.86;;;;;;;;;2;0.86;
Q20;2014;270021439;270002652;M1170;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2014;270021439;270002652;M9999;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2014;270025984;310021175;M3020;;;0;;4;;;;;;;;;;;;;;0;;4
Q20;2014;270025984;310021175;M3050;;;;1;;;;;;0.68;;;;;;;;;1;0.68;
Q20;2014;270025984;310021175;M9999;;;0;1;4;;;;;0.68;;;;;;;0.68;;1;0.68;4
Q20;2014;270026107;270023724;M1010;1;1;;;;;;;0.3;0.3;;0.3;;;0.3;;;;2;0.6;
Q20;2014;270026107;270023724;M9999;1;1;;;;;;;0.3;0.3;;0.3;;;0.3;;;;2;0.6;
Q20;2014;280000035;750043994;M1010;;;3;;;;;;2.2;;;;;;;;;;3;2.2;
Q20;2014;280000035;750043994;M1320;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;280000035;750043994;M3050;1;;;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;280000035;750043994;M9999;2;;3;;;;;;3.7;;;;;;;;;;5;3.7;
Q20;2014;280000043;280000134;M1320;2;;;1;;;;;1.85;0.6;;2.45;;;;;;;3;2.45;
Q20;2014;280000043;280000134;M9999;2;;;1;;;;;1.85;0.6;;2.45;;;;;2.5;0;3;2.45;
Q20;2014;280000050;280000142;M1010;1;2;1;;;;;;3.19;2.31;;2.49;0.84;;2.17;;;;4;5.5;
Q20;2014;280000050;280000142;M1070;;1;;;;;;;;0.75;;0.75;;;;;;;1;0.75;
Q20;2014;280000050;280000142;M3020;10;6;3;1;;;;;11.25;5.57;;15.35;;;1.47;;;;20;16.82;
Q20;2014;280000050;280000142;M3050;1;;1;;;;;;1.35;;;1;;;0.35;;;;2;1.35;
Q20;2014;280000050;280000142;M9999;12;9;5;1;;;;;15.79;8.63;;19.59;0.84;;3.99;;;;27;24.42;
Q20;2014;280000084;280000183;M1010;13;4;13;8;;;;;21.06;7.85;;25.09;;;3.82;;;;38;28.91;
Q20;2014;280000084;280000183;M1030;4;2;8;9;;;;;4.28;5.52;;5.7;;;4.1;;;;23;9.8;
Q20;2014;280000084;280000183;M1031;1;1;2;;;;;;2.25;0.5;;2.75;;;;;;;4;2.75;
Q20;2014;280000084;280000183;M1040;4;2;2;;;;;;4.77;2;;6.75;;;0.02;;;;8;6.77;
Q20;2014;280000084;280000183;M1050;;;;1;;;;;;0.6;;0.5;;;0.1;;;;1;0.6;
Q20;2014;280000084;280000183;M1070;2;2;1;;;;;;1.68;2;;3.58;;;0.1;;;;5;3.68;
Q20;2014;280000084;280000183;M1090;5;2;1;1;;;;;5.3;1.26;;6;0.17;;0.39;;;;9;6.56;
Q20;2014;280000084;280000183;M1100;2;2;1;1;;;;;3.27;2.8;;4.3;;;1.77;;;;6;6.07;
Q20;2014;280000084;280000183;M1120;5;;;2;;;;;5.02;0.55;;4.5;;;1.07;;;;7;5.57;
Q20;2014;280000084;280000183;M1130;;1;1;1;;;;;0.38;1.1;;1;;;0.48;;;;3;1.48;
Q20;2014;280000084;280000183;M1140;5;3;;3;;;;;4.39;3.61;;6.84;;;1.16;;;;11;8;
Q20;2014;280000084;280000183;M1150;4;;1;;;;;;3.1;0.27;;1.87;;;1.5;;;;5;3.37;
Q20;2014;280000084;280000183;M1160;3;1;4;;;;;;4.2;1;;2;;;3.2;;;;8;5.2;
Q20;2014;280000084;280000183;M1180;4;3;;;;;;;3.8;3.58;;5.38;;;2;;;;7;7.38;
Q20;2014;280000084;280000183;M1190;2;1;;1;;;;;2.2;1.98;;3.55;0.18;;0.45;;;;4;4.18;
Q20;2014;280000084;280000183;M1200;2;1;3;1;;;;;4.77;1.67;;4.24;;;2.2;;;;7;6.44;
Q20;2014;280000084;280000183;M1320;2;;1;2;;;;;2;1.63;;2.21;0.82;;0.6;;;;5;3.63;
Q20;2014;280000084;280000183;M2010;6;;1;;;;;;5.75;;;4.75;;;1;;;;7;5.75;
Q20;2014;280000084;280000183;M2020;;;2;1;;;;;0.96;0.68;;1.05;;;0.59;;;;3;1.64;
Q20;2014;280000084;280000183;M2030;6;;;;;;;;5.29;;;4;;;1.29;;;;6;5.29;
Q20;2014;280000084;280000183;M2040;;;1;;;;;;0.4;;;;;;0.4;;;;1;0.4;
Q20;2014;280000084;280000183;M2050;4;2;5;2;;;;;7.76;3.2;;8.04;0.16;;2.76;;;;13;10.96;
Q20;2014;280000084;280000183;M2070;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;280000084;280000183;M2080;3;1;4;;;;;;3.92;1;;3.25;;;1.67;;;;8;4.92;
Q20;2014;280000084;280000183;M2100;2;;2;;;;;;3.2;;;3.2;;;;;;;4;3.2;
Q20;2014;280000084;280000183;M3011;3;5;;;;;;;2.65;5;;7;;;0.65;;;;8;7.65;
Q20;2014;280000084;280000183;M3020;8;4;4;4;;;;;8.55;4.36;;9.9;;;3.01;;;;20;12.91;
Q20;2014;280000084;280000183;M3040;4;;1;;;;;;3.9;0.5;;3.9;;;0.5;;;;5;4.4;
Q20;2014;280000084;280000183;M3050;;5;;1;;;;;;5.61;;5.61;;;;;;;6;5.61;
Q20;2014;280000084;280000183;M3060;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;280000084;280000183;M3070;;;;1;;;;;;0.51;;;;;0.51;;;;1;0.51;
Q20;2014;280000084;280000183;M9999;94;43;58;40;;;;;114.85;59.88;;137.96;1.33;;35.44;;175.63;4.28;235;174.73;
Q20;2014;280000100;280000225;M1010;;1;;;;;4;1;1.51;0.08;;;;;;1.59;;;1;1.59;5
Q20;2014;280000100;280000225;M1120;;;1;;;;;;0.08;;;0.08;;;;;;;1;0.08;
Q20;2014;280000100;280000225;M1180;;;1;;;;;;0.04;;;0.04;;;;;;;1;0.04;
Q20;2014;280000100;280000225;M1320;;;;;;;1;;0.48;0.43;;;;;;0.91;;;;0.91;1
Q20;2014;280000100;280000225;M3050;;;1;1;;;;;0.75;0.12;;0.75;;;;0.12;;;2;0.87;
Q20;2014;280000100;280000225;M9999;;1;3;1;;;5;1;2.86;0.63;;0.87;;;;2.62;;3.47;5;3.49;6
Q20;2014;280000159;280000068;M1030;;;;;3;1;;;;;;;;;;;;;;;4
Q20;2014;280000159;280000068;M1040;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;280000159;280000068;M1090;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2014;280000159;280000068;M1100;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;280000159;280000068;M1130;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;280000159;280000068;M1160;;;;;2;;5;;;;;;;;;;;;;;7
Q20;2014;280000159;280000068;M1180;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2014;280000159;280000068;M2020;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;280000159;280000068;M2030;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;280000159;280000068;M2040;;;;;;1;;;;;;;;;;;;;;;1
Q20;2014;280000159;280000068;M2050;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2014;280000159;280000068;M2070;;;;;;;3;2;;;;;;;;;;;;;5
Q20;2014;280000159;280000068;M2080;;;;;;;5;;;;;;;;;;;;;;5
Q20;2014;280000159;280000068;M2100;;;;;3;;2;;;;;;;;;;;;;;5
Q20;2014;280000159;280000068;M2120;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;280000159;280000068;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;280000159;280000068;M9999;;2;;;15;2;26;4;;2;;;;;;;2;;2;2;47
Q20;2014;280000266;450018106;M1010;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2014;280000266;450018106;M1180;;2;;;;;;;;2;;;;;;;;;2;2;
Q20;2014;280000266;450018106;M1320;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;280000266;450018106;M3050;;1;;1;;;;;;1.35;;;;;;;;;2;1.35;
Q20;2014;280000266;450018106;M9999;2;4;;1;;;;;2;4.35;;;;;;;6;1;7;6.35;
Q20;2014;280000431;310021167;M1010;;;1;2;;;;;0.36;0.36;;;;;;;;;3;0.72;
Q20;2014;280000431;310021167;M1040;3;;1;;;;;;3.36;;;;;;;;;;4;3.36;
Q20;2014;280000431;310021167;M3050;;;;1;;;;;;0.85;;;;;;;;;1;0.85;
Q20;2014;280000431;310021167;M9999;3;;2;3;;;;;3.72;1.21;;;;;;;;;8;4.93;
Q20;2014;280000449;750055634;M1040;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;280000449;750055634;M3050;;;;1;;;;;;0.6;;;;;;;;;1;0.6;
Q20;2014;280000449;750055634;M9999;;;;1;;;3;;;0.6;;;;;;;;;1;0.6;3
Q20;2014;280000662;280500075;M1010;10;4;1;0;0;0;0;0;11.58;4.68;0;7.69;0;0;3.95;4.62;;;15;16.26;0
Q20;2014;280000662;280500075;M1030;5;0;1;0;0;0;0;0;3.95;0.01;0;3.13;0;0;0.67;0.16;;;6;3.96;0
Q20;2014;280000662;280500075;M1040;2;2;0;0;0;0;0;0;1.69;2.19;0;2.5;0;0;1.19;0.19;;;4;3.88;0
Q20;2014;280000662;280500075;M1050;0;0;0;1;0;0;0;0;0;0.2;0;0;0;0;0.2;0;;;1;0.2;0
Q20;2014;280000662;280500075;M1090;0;1;1;0;0;0;0;0;0.6;0.92;0;0.6;0;0;0.75;0.17;;;2;1.52;0
Q20;2014;280000662;280500075;M1140;0;2;0;0;0;0;0;0;0.34;2;0;2;0;0;0;0.34;;;2;2.34;0
Q20;2014;280000662;280500075;M1150;1;3;0;0;0;0;0;0;1.75;3;0;2.75;0;0;2;0;;;4;4.75;0
Q20;2014;280000662;280500075;M1160;1;1;0;0;0;0;0;0;2.4;0.29;0;1.17;0;0;1.02;0.5;;;2;2.69;0
Q20;2014;280000662;280500075;M1190;0;0;0;0;0;0;0;0;0.27;0;0;0;0;0;0.27;0;;;0;0.27;0
Q20;2014;280000662;280500075;M1200;4;0;1;1;0;0;0;0;4.25;0.05;0;0.06;0;0;4.05;0.19;;;6;4.3;0
Q20;2014;280000662;280500075;M2010;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2014;280000662;280500075;M2050;4;0;0;0;0;0;0;0;3.3;0;0;3;0;0;0.3;0;;;4;3.3;0
Q20;2014;280000662;280500075;M3011;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;1;1;0
Q20;2014;280000662;280500075;M3050;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;;;2;2;0
Q20;2014;280000662;280500075;M3070;1;0;4;0;0;0;0;0;1.38;0.03;0;1.3;0;0;0.06;0.05;;;5;1.41;0
Q20;2014;280000662;280500075;M9999;31;14;8;2;0;0;0;0;34.51;14.37;0;28.2;0;0;14.46;6.22;;;55;48.88;0
Q20;2014;280000696;280000134;M3020;1;2;;;;;;;1;2.08;;0;;;0.68;2.4;;;3;3.08;
Q20;2014;280000696;280000134;M9999;1;2;;;;;;;1;2.08;;0;;;0.68;2.4;6.6;0;3;3.08;
Q20;2014;280001678;450011150;M1010;;;2;;;;;;0.47;;;;;;;;;;2;0.47;
Q20;2014;280001678;450011150;M9999;;;2;;;;;;0.47;;;;;;;;;;2;0.47;
Q20;2014;280003898;450011150;M1010;;;2;;;;;;0.17;;;;;;;;;;2;0.17;
Q20;2014;280003898;450011150;M9999;;;2;;;;;;0.17;;;;;;;;;;2;0.17;
Q20;2014;280003948;450011150;M1010;;;2;;;;;;0.1;;;;;;;;;;2;0.1;
Q20;2014;280003948;450011150;M9999;;;2;;;;;;0.1;;;;;;;;;;2;0.1;
Q20;2014;280006594;280000852;M1110;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2014;280006594;280000852;M9999;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2014;280007121;720002294;M1170;;;;;;1;;2;;;;;;;;;;;;;3
Q20;2014;280007121;720002294;M1210;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;280007121;720002294;M9999;;;;;;1;3;3;;;;;;;;;;;;;7
Q20;2014;280502741;280000852;M1110;;;1;2;;;;;0.2;0.4;;;;;;;;;3;0.6;
Q20;2014;280502741;280000852;M9999;;;1;2;;;;;0.2;0.4;;;;;;;;;3;0.6;
Q20;2014;280502998;280000589;M1010;11;2;2;;;;;;10.58;1.73;;4.47;;;4.26;3.58;;;15;12.31;
Q20;2014;280502998;280000589;M1030;;;2;;;;;;2.28;;;;;;0.5;1.78;;;2;2.28;
Q20;2014;280502998;280000589;M1070;;;1;;;;;;0.09;;;;;;0.09;;;;1;0.09;
Q20;2014;280502998;280000589;M1100;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2014;280502998;280000589;M1110;;;;;;;;;0.02;;;;;;0.02;;;;;0.02;
Q20;2014;280502998;280000589;M1120;;;1;;;;;;0.07;;;0.07;;;;;;;1;0.07;
Q20;2014;280502998;280000589;M1140;;;;1;;;;;;0.7;;;;;0.7;;;;1;0.7;
Q20;2014;280502998;280000589;M1150;;;1;;;;;;0.08;;;;;;0.08;;;;1;0.08;
Q20;2014;280502998;280000589;M1160;2;;2;;;;;;3.3;;;;;;1.59;1.71;;;4;3.3;
Q20;2014;280502998;280000589;M2010;;;1;;;;;;0.13;;;;;;0.13;;;;1;0.13;
Q20;2014;280502998;280000589;M2070;;;4;;;;;;0.86;;;;;;0.86;;;;4;0.86;
Q20;2014;280502998;280000589;M3040;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;280502998;280000589;M3050;1;1;;;;;;;1;0.85;;1;;;0.85;;;;2;1.85;
Q20;2014;280502998;280000589;M9999;15;4;15;1;;;;;20.01;4.28;;8.14;;;9.08;7.07;24.08;0.5;35;24.29;
Q20;2014;280503848;280000852;M1110;;;2;;;;;;0.4;;;;;;;;;;2;0.4;
Q20;2014;280503848;280000852;M9999;;;2;;;;;;0.4;;;;;;;;;;2;0.4;
Q20;2014;280504267;280000134;M1010;11;8;8;6;;;;;16.7;9.71;;17.04;2;;3.96;3.41;;;33;26.41;
Q20;2014;280504267;280000134;M1020;1;;1;;;;;;1.19;;;1;;;0.19;;;;2;1.19;
Q20;2014;280504267;280000134;M1030;10;;;2;;;;;9.9;1.66;;8.81;2.66;;0.09;;;;12;11.56;
Q20;2014;280504267;280000134;M1031;4;;1;1;;;;;4.9;0.8;;5.7;;;;;;;6;5.7;
Q20;2014;280504267;280000134;M1040;7;4;7;;;;;;9.24;4;;9.8;2;;0.44;1;;;18;13.24;
Q20;2014;280504267;280000134;M1050;;;1;1;;;;;0.29;0.2;;;;;0.49;;;;2;0.49;
Q20;2014;280504267;280000134;M1070;;1;2;3;;;;;1.09;1.79;;1.33;1.09;;0.46;;;;6;2.88;
Q20;2014;280504267;280000134;M1090;4;2;1;;;;;;3.3;2.33;;2;1;;0.3;2.33;;;7;5.63;
Q20;2014;280504267;280000134;M1100;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;280504267;280000134;M1110;1;1;;3;;;;;1;3.55;;4.55;;;;;;;5;4.55;
Q20;2014;280504267;280000134;M1120;3;2;1;;;;;;3.2;2;;3;;;0.45;1.75;;;6;5.2;
Q20;2014;280504267;280000134;M1130;1;1;1;2;;;;;1.59;2.08;;1.88;;;0.25;1.54;;;5;3.67;
Q20;2014;280504267;280000134;M1140;2;6;2;;;;;;2.59;7.02;;6.18;2.23;;0.31;0.89;;;10;9.61;
Q20;2014;280504267;280000134;M1150;5;2;;;;;;;5;2;;5;2;;;;;;7;7;
Q20;2014;280504267;280000134;M1160;2;1;;1;;;;;2.68;1.69;;3;;;1.18;0.19;;;4;4.37;
