BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2014;910002609;910008259;TOT;0;;;;;;0;;;;
DIALYSE;2014;910005057;910000660;1140X;;;;10;27;3893;;;;;
DIALYSE;2014;910009349;940000060;112AX;;;;2;;23;;;;;
DIALYSE;2014;910009349;940000060;112BA;;;;16;62;9551;;;;;
DIALYSE;2014;910009349;940000060;1130X;;;;8;27;3333;;;;;
DIALYSE;2014;910009349;940000060;1140X;;;;;12;1233;;;;;
DIALYSE;2014;910009349;940000060;TOT;0;;;;;;;1;;11;
DIALYSE;2014;910017433;910017615;1140X;;;;10;8;917;;;;;
DIALYSE;2014;910018373;910000447;1140X;;;;10;12;1343;;;;;
DIALYSE;2014;910020254;910002773;112AX;;;;2;;;;;;;
DIALYSE;2014;910020254;910002773;112BA;;;;10;39;6267;;;;;
DIALYSE;2014;910020254;910002773;1140X;;;;9;9;1400;;;;;
DIALYSE;2014;910020254;910002773;121AA;;;;;20;;;;1040;;
DIALYSE;2014;910020254;910002773;121CA;;;;20;20;;;;988;;
DIALYSE;2014;910020254;910002773;122AX;;;;2;1;;;;94;;
DIALYSE;2014;910020254;910002773;122BA;;;;2;3;;;;837;;
DIALYSE;2014;910020254;910002773;TOT;0;;;;;;2265;2;;69;10
DIALYSE;2014;910150010;910014919;112AX;;;;2;;0;;;;;
DIALYSE;2014;910150010;910014919;112BA;;;;18;72;10305;;;;;
DIALYSE;2014;910150010;910014919;1130X;;;;12;11;1563;;;;;
DIALYSE;2014;910150010;910014919;TOT;0;;;;;;158;;;;
DIALYSE;2014;910300144;910000447;112AX;;;;1;0;171;;;;;
DIALYSE;2014;910300144;910000447;112BA;;;;15;123;18079;;;;;
DIALYSE;2014;910300144;910000447;1130X;;;;12;21;2705;;;;;
DIALYSE;2014;910300144;910000447;1140X;;;;10;12;1343;;;;;
DIALYSE;2014;910300144;910000447;TOT;0;;;;;;0;;;;
DIALYSE;2014;910300219;910003888;112BA;;;;12;77;10923;;;;;
DIALYSE;2014;910300219;910003888;121AA;;;;;;;;;385;;
DIALYSE;2014;910300219;910003888;121CA;;;;8;8;;;;396;;
DIALYSE;2014;910300219;910003888;122AX;;;;1;3;;;;48;;
DIALYSE;2014;910300219;910003888;122BA;;;;1;1;;;;20;;
DIALYSE;2014;910300219;910003888;TOT;0;;;;;;670;;;36;7
DIALYSE;2014;910803543;910017615;112BA;;;;16;96;14697;;;;;
DIALYSE;2014;910803543;910017615;1130X;;;;8;19;2104;;;;;
DIALYSE;2014;910803543;910017615;122AX;;;;1;2;;;;38;;
DIALYSE;2014;910803543;910017615;TOT;0;;;;;;736;;;;
DIALYSE;2014;910811959;280000852;1140X;;;;6;0;639;;;;;
DIALYSE;2014;910813963;940000060;1140X;;;;12;26;3674;;;;;
DIALYSE;2014;910814144;750806853;1140X;;;;8;9;1090;;;;;
DIALYSE;2014;910814144;750806853;TOT;0;;;;;;;;;2;
DIALYSE;2014;910814144;750806853;VACAN;;;;;;17;;;;;
DIALYSE;2014;920000619;920009909;112BA;;;;14;54;8218;;;;;
DIALYSE;2014;920000619;920009909;122AX;;;;2;0;;;;4;;
DIALYSE;2014;920000619;920009909;TOT;0;;;;;;317;;;19;2
DIALYSE;2014;920000650;920150059;112BA;;;;9;36;5116;;;;;
DIALYSE;2014;920000650;920150059;TOT;0;;;;;;1145;;;;
DIALYSE;2014;920003811;940000060;1140X;;;;6;16;2578;;;;;
DIALYSE;2014;920004959;920004918;1140X;;;;13;19;3050;;;;;
DIALYSE;2014;920022605;750831059;1140X;;;;10;8;1751;;;;;
DIALYSE;2014;920022704;920025012;1140X;;;;12;22;3083;;;;;
DIALYSE;2014;920025210;750806853;1140X;;;;8;9;1005;;;;;
DIALYSE;2014;920025210;750806853;TOT;0;;;;;;;;;5;
DIALYSE;2014;920025210;750806853;VACAN;;;;;;19;;;;;
DIALYSE;2014;920100013;750712184;112BA;;;;10;34;4004;;;;;
DIALYSE;2014;920100013;750712184;TOT;0;;;;;;672;1;;30;
DIALYSE;2014;920100021;750712184;TOT;0;;;;;;34;;;;
DIALYSE;2014;920100047;750712184;TOT;0;;;;;;33;;;;
DIALYSE;2014;920120011;750821092;TOT;0;;;;;;6;;;;
DIALYSE;2014;920300043;920001526;112BA;;;;16;99;14728;;;;;
DIALYSE;2014;920300043;920001526;1130X;;;;8;24;3394;;;;;
DIALYSE;2014;920300043;920001526;TOT;0;;;;;;;;;;
DIALYSE;2014;920300415;920000890;112BA;;;;16;111;16664;;;;;
DIALYSE;2014;920300415;920000890;1130X;;;;12;6;787;;;;;
DIALYSE;2014;920300415;920000890;TOT;0;;;;;;110;;;;
DIALYSE;2014;920300753;920810736;112BA;;;;17;71;8770;;;;;
DIALYSE;2014;920300753;920810736;1130X;;;;4;27;973;;;;;
DIALYSE;2014;920300753;920810736;121AA;;;;;15;;;;740;;
DIALYSE;2014;920300753;920810736;121CA;;;;2;11;;;;1335;;
DIALYSE;2014;920300753;920810736;122AX;;;;1;1;;;;38;;
DIALYSE;2014;920300753;920810736;122BA;;;;2;1;;;;17;;
DIALYSE;2014;920300753;920810736;TOT;0;;;;;;597;;;17;10
DIALYSE;2014;920300787;920000981;112BA;;;;12;45;6384;;;;;
DIALYSE;2014;920300787;920000981;TOT;0;;;;;;114;;;10;0
DIALYSE;2014;920300837;920001005;112BA;;;;17;81;9264;;;;;
DIALYSE;2014;920300837;920001005;1130X;;;;3;3;313;;;;;
DIALYSE;2014;920300837;920001005;1140X;;;;3;0;0;;;;;
DIALYSE;2014;920300837;920001005;TOT;0;;;;;;80;1;;45;
DIALYSE;2014;920811775;940000060;112AX;;;;1;1;113;;;;;
DIALYSE;2014;920811775;940000060;1130X;;;;9;15;1508;;;;;
DIALYSE;2014;920811775;940000060;1140X;;;;6;35;5894;;;;;
DIALYSE;2014;920811775;940000060;TOT;0;;;;;;0;1;;1;
DIALYSE;2014;930000302;930110036;112AX;;;;;16;596;;;;;
DIALYSE;2014;930000302;930110036;112BA;;;;16;153;8376;;;;;
DIALYSE;2014;930000302;930110036;1130X;;;;;21;918;;;;;
DIALYSE;2014;930000302;930110036;122AX;;;;;1;;;;148;;
DIALYSE;2014;930000302;930110036;TOT;0;;;;;;1106;;;41;10
DIALYSE;2014;930003355;930003330;1140X;;;;18;38;5755;;;;;
DIALYSE;2014;930003942;940000060;1140X;;;;17;50;7376;;;;;
DIALYSE;2014;930003942;940000060;TOT;0;;;;;;;;;2;
DIALYSE;2014;930014428;930014378;112AX;;;;2;6;;;;;;
DIALYSE;2014;930014428;930014378;112BA;;;;18;72;13593;;;;;
DIALYSE;2014;930014428;930014378;1130X;;;;20;18;;;;;;
DIALYSE;2014;930014428;930014378;1140X;;;;12;0;;;;;;
DIALYSE;2014;930014428;930014378;121AA;;;;;6;;;;352;;
DIALYSE;2014;930014428;930014378;122AX;;;;1;6;;;;52;;
DIALYSE;2014;930014428;930014378;TOT;0;;;;;;954;1;;20;4
DIALYSE;2014;930017496;930005038;1140X;;;;7;10;1487;;;;;
DIALYSE;2014;930018460;940000060;1140X;;;;18;58;8222;;;;;
DIALYSE;2014;930018460;940000060;TOT;0;;;;;;;;;3;
DIALYSE;2014;930022603;940000060;1130X;;;;12;56;8724;;;;;
DIALYSE;2014;930022603;940000060;TOT;0;;;;;;0;;;10;
DIALYSE;2014;930300025;930000393;112BA;;;;15;254;12663;;;;;
DIALYSE;2014;930300025;930000393;1130X;;;;8;107;5349;;;;;
DIALYSE;2014;930300025;930000393;TOT;0;;;;;;70;;;;
DIALYSE;2014;930300066;930000401;112BA;;;;51;258;36303;;;;;
DIALYSE;2014;930300066;930000401;1130X;;;;8;26;3290;;;;;
DIALYSE;2014;930300066;930000401;TOT;0;;;;;;926;;;;
DIALYSE;2014;930300587;930000641;112BA;;;;32;130;18200;;;;;
DIALYSE;2014;930300587;930000641;1130X;;;;4;4;753;;;;;
DIALYSE;2014;930300587;930000641;TOT;0;;;;;;349;;;;
DIALYSE;2014;930300595;930000658;112AX;;;;2;0;28;;;;;
DIALYSE;2014;930300595;930000658;112BA;;;;14;91;13952;;;;;
DIALYSE;2014;930300595;930000658;1130X;;;;8;8;1083;;;;;
DIALYSE;2014;930300595;930000658;TOT;0;;;;;;371;;;;
DIALYSE;2014;930813910;750806853;1140X;;;;16;13;1660;;;;;
DIALYSE;2014;930813910;750806853;TOT;0;;;;;;;;;8;
DIALYSE;2014;930813910;750806853;VACAN;;;;;;4;;;;;
DIALYSE;2014;930815618;750806853;112AX;;;;1;3;526;;;;;
DIALYSE;2014;930815618;750806853;1130X;;;;25;123;16887;;;;;
DIALYSE;2014;930815618;750806853;1140X;;;;6;16;2512;;;;;
DIALYSE;2014;930815618;750806853;TOT;0;;;;;;;;;55;
DIALYSE;2014;930815618;750806853;VACAN;;;;;;65;;;;;
DIALYSE;2014;930816079;930816061;1140X;;;;10;37;5431;;;;;
DIALYSE;2014;930816079;930816061;121AA;;;;;1;;;;114;;
DIALYSE;2014;930816079;930816061;121CA;;;;1;1;;;;25;;
DIALYSE;2014;930816079;930816061;TOT;0;;;;;;;;;;
DIALYSE;2014;930817333;930817325;112AX;;;;1;5;654;;;;;
DIALYSE;2014;930817333;930817325;112BA;;;;16;72;9853;;;;;
DIALYSE;2014;930817333;930817325;1130X;;;;16;68;9555;;;;;
DIALYSE;2014;930817333;930817325;1140X;;;;18;45;6169;;;;;
DIALYSE;2014;930817333;930817325;122AX;;;;1;0;;;;8;;
DIALYSE;2014;930817333;930817325;TOT;0;;;;;;;;;;
DIALYSE;2014;930817606;930705827;1140X;;;;24;50;6621;;;;;
DIALYSE;2014;930817606;930705827;121CA;;;;1;1;;;;52;;
DIALYSE;2014;930817606;930705827;TOT;0;;;;;;;;;;
DIALYSE;2014;940000078;940000060;112AX;;;;1;0;215;;;;;
DIALYSE;2014;940000078;940000060;1130X;;;;18;55;9681;;;;;
DIALYSE;2014;940000078;940000060;1140X;;;;;6;949;;;;;
DIALYSE;2014;940000078;940000060;TOT;0;;;;;;;1;;1;
DIALYSE;2014;940006679;940017338;112AX;;;;1;1;50;;;;;
DIALYSE;2014;940006679;940017338;112BA;;;;18;69;11314;;;;;
DIALYSE;2014;940006679;940017338;1130X;;;;4;8;733;;;;;
DIALYSE;2014;940006679;940017338;1140X;;;;6;6;696;;;;;
DIALYSE;2014;940006679;940017338;TOT;0;;;;;;171;1;;;
DIALYSE;2014;940016868;940016819;112AX;;;;1;1;29;;;;;
DIALYSE;2014;940016868;940016819;112BA;;;;20;75;10140;;;;;
DIALYSE;2014;940016868;940016819;1130X;;;;4;7;1829;;;;;
DIALYSE;2014;940016868;940016819;1140X;;;;6;6;;;;;;
DIALYSE;2014;940016868;940016819;121AA;;;;;3;;;;103;;
DIALYSE;2014;940016868;940016819;121CA;;;;1;1;;;;201;;
DIALYSE;2014;940016868;940016819;122AX;;;;2;1;;;;308;;
DIALYSE;2014;940016868;940016819;122BA;;;;2;3;;;;311;;
DIALYSE;2014;940016868;940016819;TOT;0;;;;;;688;1;;;
DIALYSE;2014;940019375;940000060;1140X;;;;6;8;1042;;;;;
DIALYSE;2014;940100027;750712184;112BA;;;;6;103;2629;;;;;
DIALYSE;2014;940100027;750712184;TOT;0;;;;;;2368;;;60;
DIALYSE;2014;940100043;750712184;112BA;;;;11;54;3711;;;;;
DIALYSE;2014;940100043;750712184;121AA;;;;;1;;;;187;;
DIALYSE;2014;940100043;750712184;121CA;;;;2;5;;;;286;;
DIALYSE;2014;940100043;750712184;122AX;;;;2;1;;;;52;;
DIALYSE;2014;940100043;750712184;122BA;;;;1;0;;;;83;;
DIALYSE;2014;940100043;750712184;TOT;0;;;;;;1888;;;82;4
DIALYSE;2014;940300031;940000706;112BA;;;;16;80;12029;;;;;
DIALYSE;2014;940300031;940000706;1130X;;;;16;16;2169;;;;;
DIALYSE;2014;940300031;940000706;TOT;0;;;;;;211;;;;
DIALYSE;2014;940300270;940000771;112BA;;;;17;60;8955;;;;;
DIALYSE;2014;940300270;940000771;1130X;;;;13;11;1654;;;;;
DIALYSE;2014;940300270;940000771;TOT;0;;;;;;180;;;;
DIALYSE;2014;940300445;940000854;112AX;;;;1;1;1;;;;;
DIALYSE;2014;940300445;940000854;112BA;;;;16;381;19509;;;;;
DIALYSE;2014;940300445;940000854;1130X;;;;8;53;2700;;;;;
DIALYSE;2014;940300445;940000854;TOT;0;;;;;;308;0;;;
DIALYSE;2014;940300494;940000896;112BA;;;;17;140;21490;;;;;
DIALYSE;2014;940300494;940000896;1130X;;;;16;38;4615;;;;;
DIALYSE;2014;940300494;940000896;TOT;0;;;;;;508;;;;
DIALYSE;2014;940813017;940000060;1130X;;;;17;27;1596;;;;;
DIALYSE;2014;940813017;940000060;1140X;;;;;37;7002;;;;;
DIALYSE;2014;940813017;940000060;TOT;0;;;;;;;1;;7;
DIALYSE;2014;940814460;940000060;1140X;;;;12;43;6624;;;;;
DIALYSE;2014;940814460;940000060;TOT;0;;;;;;;;;2;
DIALYSE;2014;950000323;950013870;TOT;0;;;;;;9;;;;
DIALYSE;2014;950000364;950110080;112BA;;;;21;218;10125;;;;;
DIALYSE;2014;950000364;950110080;122AX;;;;;;;;;95;;
DIALYSE;2014;950000364;950110080;122BA;;;;;27;;;;;;
DIALYSE;2014;950000364;950110080;TOT;0;;;;;;1367;;;154;11
DIALYSE;2014;950002709;950015438;112AX;;;;2;;0;;;;;
DIALYSE;2014;950002709;950015438;112BA;;;;12;149;7741;;;;;
DIALYSE;2014;950002709;950015438;1130X;;;;10;55;2452;;;;;
DIALYSE;2014;950002709;950015438;1140X;;;;10;52;2394;;;;;
DIALYSE;2014;950002709;950015438;TOT;0;;;;;;0;2;;;
DIALYSE;2014;950300095;950000455;112BA;;;;18;122;18671;;;;;
DIALYSE;2014;950300095;950000455;1130X;;;;12;16;1993;;;;;
DIALYSE;2014;950300095;950000455;TOT;0;;;;;;1155;1;;;
DIALYSE;2014;950300277;950000547;112BA;;;;17;111;17305;;;;;
DIALYSE;2014;950300277;950000547;1130X;;;;10;23;2237;;;;;
DIALYSE;2014;950300277;950000547;1140X;;;;10;19;3016;;;;;
DIALYSE;2014;950300277;950000547;TOT;0;;;;;;419;2;;12;1
DIALYSE;2014;950300350;950015438;112AX;;;;2;0;10;;;;;
DIALYSE;2014;950300350;950015438;112BA;;;;12;149;7610;;;;;
DIALYSE;2014;950300350;950015438;1130X;;;;10;55;2452;;;;;
DIALYSE;2014;950300350;950015438;1140X;;;;10;52;2394;;;;;
DIALYSE;2014;950300350;950015438;TOT;0;;;;;;86;2;;;
DIALYSE;2014;950806307;950806869;1140X;;;;15;27;4208;;;;;
DIALYSE;2014;950806307;950806869;121AA;;;;;1;;;;74;;
DIALYSE;2014;950806307;950806869;TOT;0;;;;;;;;;;
DIALYSE;2014;950807982;950001636;112BA;;;;12;48;8008;;;;;
DIALYSE;2014;950807982;950001636;1130X;;;;6;6;1080;;;;;
DIALYSE;2014;950807982;950001636;TOT;0;;;;;;87;1;;;
DIALYSE;2014;950808725;950806869;1140X;;;;15;26;3188;;;;;
DIALYSE;2014;950808949;750806853;1130X;;;;10;17;5155;;;;;
DIALYSE;2014;950808949;750806853;1140X;;;;;3;510;;;;;
DIALYSE;2014;950808949;750806853;TOT;0;;;;;;;;;17;
DIALYSE;2014;950808949;750806853;VACAN;;;;;;186;;;;;
DIALYSE;2014;970100111;970100343;112BA;;;;18;95;15902;;;;;
DIALYSE;2014;970100111;970100343;1130X;;;;6;11;1427;;;;;
DIALYSE;2014;970100111;970100343;TOT;0;;;;;;0;;;;
DIALYSE;2014;970100442;970100228;112BA;;;;14;53;6875;;;;;
DIALYSE;2014;970100442;970100228;TOT;0;;;;;;1297;0;;;
DIALYSE;2014;970102596;970100491;112AX;;;;4;5;668;;;;;
DIALYSE;2014;970102596;970100491;112BA;;;;36;182;27681;;;;;
DIALYSE;2014;970102596;970100491;1130X;;;;12;60;8901;;;;;
DIALYSE;2014;970102596;970100491;1140X;;;;3;3;539;;;;;
DIALYSE;2014;970102596;970100491;121AA;;;;;3;;;;121;;
DIALYSE;2014;970102596;970100491;122AX;;;;0;0;;;;3;;
DIALYSE;2014;970102596;970100491;TOT;0;;;;;;0;;;74;2
DIALYSE;2014;970107454;970103024;112AX;;;;4;4;611;;;;;
DIALYSE;2014;970107454;970103024;112BA;;;;10;60;9035;;;;;
DIALYSE;2014;970107454;970103024;1130X;;;;10;42;6564;;;;;
DIALYSE;2014;970107454;970103024;1150A;;;;8;2;853;;;;;
DIALYSE;2014;970107454;970103024;TOT;0;;;;;;0;;;8;2
DIALYSE;2014;970107587;970103024;1130X;;;;8;22;3833;;;;;
DIALYSE;2014;970107587;970103024;1140X;;;;8;17;2571;;;;;
DIALYSE;2014;970107587;970103024;TOT;0;;;;;;;;;2;
DIALYSE;2014;970107595;970103024;1140X;;;;6;23;3190;;;;;
DIALYSE;2014;970107595;970103024;TOT;0;;;;;;;;;3;
DIALYSE;2014;970107637;970103024;1140X;;;;9;32;3604;;;;;
DIALYSE;2014;970111670;970103024;1140X;;;;14;22;3190;;;;;
DIALYSE;2014;970111670;970103024;TOT;0;;;;;;;;;3;
DIALYSE;2014;970203493;970200457;1140X;;;;5;13;1739;;;;;
DIALYSE;2014;970203774;970203766;112AX;;;;1;1;204;;;;;
DIALYSE;2014;970203774;970203766;112BA;;;;18;94;14721;;;;;
DIALYSE;2014;970203774;970203766;TOT;0;;;;;;0;;;;
DIALYSE;2014;970209219;970209169;112BA;;;;15;69;10812;;;;;
DIALYSE;2014;970209219;970209169;TOT;0;;;;;;0;;;;
DIALYSE;2014;970210282;970200457;1140X;;;;5;9;1406;;;;;
DIALYSE;2014;970210290;970200457;1140X;;;;22;79;12030;;;;;
DIALYSE;2014;970210290;970200457;121AA;;;;;;;;;1603;;
DIALYSE;2014;970210290;970200457;121CA;;;;3;0;;;;16;;
DIALYSE;2014;970210290;970200457;122AX;;;;0;;;;;26;;
DIALYSE;2014;970210290;970200457;TOT;0;;;;;;;;;9;1
DIALYSE;2014;970210308;970200457;1140X;;;;6;16;2088;;;;;
DIALYSE;2014;970210316;970200457;1140X;;;;6;17;2917;;;;;
DIALYSE;2014;970210324;970200457;1140X;;;;10;24;4620;;;;;
DIALYSE;2014;970211231;970211207;112AX;;;;2;4;1022;;;;;
DIALYSE;2014;970211231;970211207;112BA;;;;24;145;19592;;;;;
DIALYSE;2014;970211231;970211207;112BE;;;;;;167;;;;;
DIALYSE;2014;970211231;970211207;TOT;0;;;;;;2174;;;;
DIALYSE;2014;970300026;970302022;112BA;;;;13;57;9036;;;;;
DIALYSE;2014;970300026;970302022;112BE;;;;1;2;91;;;;;
DIALYSE;2014;970300026;970302022;TOT;0;;;;;;699;2;;30;
DIALYSE;2014;970300265;750721334;TOT;0;;;;;;1;;;;
DIALYSE;2014;970302055;970303285;112BA;;;;20;61;10046;;;;;
DIALYSE;2014;970302055;970303285;TOT;0;;;;;;0;0;;0;0
DIALYSE;2014;970302535;970300216;1140X;;;;12;44;6067;;;;;
DIALYSE;2014;970303350;970300216;1140X;;;;5;10;1401;;;;;
DIALYSE;2014;970304580;970300216;1140X;;;;6;19;3131;;;;;
DIALYSE;2014;970400024;970408589;112BA;;;;16;61;8380;;;;;
DIALYSE;2014;970400024;970408589;112BE;;;;4;12;2522;;;;;
DIALYSE;2014;970400024;970408589;TOT;0;;;;;;2144;;;106;
DIALYSE;2014;970400057;970408589;112BA;;;;18;74;9433;;;;;
DIALYSE;2014;970400057;970408589;122AX;;;;0;0;;;;1;;
DIALYSE;2014;970400057;970408589;122BA;;;;4;0;;;;78;;
DIALYSE;2014;970400057;970408589;TOT;0;;;;;;1363;;;;
DIALYSE;2014;970400073;970403606;112BA;;;;14;50;7489;;;;;
DIALYSE;2014;970400073;970403606;TOT;0;;;;;;219;2;;;
DIALYSE;2014;970403663;970463600;1130X;;;;8;16;2230;;;;;
DIALYSE;2014;970403663;970463600;1140X;;;;8;38;5961;;;;;
DIALYSE;2014;970403663;970463600;TOT;0;;;;;;;1;;5;
DIALYSE;2014;970403671;970463600;1140X;;;;8;24;3630;;;;;
DIALYSE;2014;970403671;970463600;TOT;0;;;;;;;;;2;
DIALYSE;2014;970403697;970463592;1140X;;;;4;55;8197;;;;;
DIALYSE;2014;970403705;970463592;1130X;;;;10;45;6939;;;;;
DIALYSE;2014;970403705;970463592;1140X;;;;11;45;6361;;;;;
DIALYSE;2014;970403705;970463592;122AX;;;;2;2;;;;248;;
DIALYSE;2014;970403705;970463592;TOT;0;;;;;;;;;;
DIALYSE;2014;970403721;970463592;1130X;;;;15;56;7770;;;;;
DIALYSE;2014;970403747;970463592;1140X;;;;14;24;3547;;;;;
DIALYSE;2014;970403754;970463592;1130X;;;;14;16;863;;;;;
DIALYSE;2014;970403754;970463592;1140X;;;;14;34;5022;;;;;
DIALYSE;2014;970403762;970463592;1140X;;;;11;21;3506;;;;;
DIALYSE;2014;970403770;970463592;1140X;;;;15;44;6818;;;;;
DIALYSE;2014;970404018;970403978;112BA;;;;24;81;11933;;;;;
DIALYSE;2014;970404018;970403978;TOT;0;;;;;;17;2;;19;0
DIALYSE;2014;970404018;970403978;VACAN;;;;4;0;;;;;;
DIALYSE;2014;970404158;970463592;112AX;;;;2;1;75;;;;;
DIALYSE;2014;970404158;970463592;112BA;;;;14;48;6954;;;;;
DIALYSE;2014;970404158;970463592;1130X;;;;14;48;7547;;;;;
DIALYSE;2014;970404158;970463592;TOT;0;;;;;;0;;;;
DIALYSE;2014;970405064;970463592;112AX;;;;1;1;149;;;;;
DIALYSE;2014;970405064;970463592;112BA;;;;20;70;10831;;;;;
DIALYSE;2014;970405064;970463592;TOT;0;;;;;;0;;;;
DIALYSE;2014;970405411;970405403;112BA;;;;32;155;25354;;;;;
DIALYSE;2014;970405411;970405403;TOT;0;;;;;;0;;;36;
DIALYSE;2014;970405452;970405403;112BA;;;;25;133;21221;;;;;
DIALYSE;2014;970405452;970405403;TOT;0;;;;;;0;;;33;
DIALYSE;2014;970405676;970463592;121AA;;;;;22;;;;1412;;
DIALYSE;2014;970405676;970463592;121CA;;;;29;29;;;;1510;;
DIALYSE;2014;970405676;970463592;122AX;;;;2;2;;;;421;;
DIALYSE;2014;970405676;970463592;TOT;0;;;;;;;;;;
DIALYSE;2014;970406641;970463592;1140X;;;;14;43;6398;;;;;
DIALYSE;2014;970407151;970463592;112AX;;;;2;2;149;;;;;
DIALYSE;2014;970407151;970463592;1130X;;;;15;60;9003;;;;;
DIALYSE;2014;970407151;970463592;1140X;;;;14;56;9456;;;;;
DIALYSE;2014;970407151;970463592;122AX;;;;22;2;;;;168;;
DIALYSE;2014;970407151;970463592;TOT;0;;;;;;;;;;
DIALYSE;2014;970407722;970463600;1140X;;;;6;24;3897;;;;;
DIALYSE;2014;970407722;970463600;TOT;0;;;;;;;;;3;
DIALYSE;2014;970467197;970463600;1130X;;;;12;64;9548;;;;;
DIALYSE;2014;970467197;970463600;1140X;;;;8;29;4600;;;;;
DIALYSE;2014;970467197;970463600;TOT;0;;;;;;;2;;6;
DIALYSE;2014;980500763;970407250;1140X;;;;19;;2856;;;;;
DIALYSE;2014;980500763;970407250;TOT;0;;;;;;;;;77;0
DIALYSE;2014;980500912;970463592;121AA;;;;;1;;;;50;;
DIALYSE;2014;980500912;970463592;121CA;;;;1;1;;;;119;;
DIALYSE;2014;980500912;970463592;TOT;0;;;;;;;;;;
DIALYSE;2014;980500920;970407250;112BA;;;;16;77;6921;;;;;
DIALYSE;2014;980500920;970407250;TOT;0;;;;;;;;;;
