BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2014;330782582;330000928;1;0;1;1874;1477;3314;0;330780115;330000662;;1255;0;1219;0;159;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;1668;0;0;0;0;0;0;0;0;0;0;;;;;;;2;;;;;;;;;2;1.95;;;;1.1
CANCERO;2014;330783648;330781196;1;1;0;35927;32289;74558;1;;;;13068;0;9067;0;1673;0;7;0;3;0;0;1142;20083;159;81;47;1216;69;6;5;17;;17;33;;;7;;2;6;5;18.7;;15.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340000033;340780055;1;0;0;4422;3507;8653;1;;;;4040;;3412;;485;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340000207;340780493;1;1;1;71900;66930;29870;1;;;;21423;0;18834;0;2643;0;0;0;6;0;2;2243;45046;767;263;414;2291;482;10;6;30;2;19;16;6;0;0;2;1;7.42;5.89;30.05;3.6;18.82;91;44;68;12;4929;20027;2896;2213;8;0;0;1;27955;17001;20;0;17;17;8;6;7.89;11.78;85;64;2;2;72;45;9;2;3;10;108.66;63.43;3.53;3.45;73.66
CANCERO;2014;340000223;340011295;1;0;0;1275;1047;2271;1;;;;1047;0;1001;0;110;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340009885;340009877;1;0;1;3771;3301;2826;1;;;;2713;0;2924;0;447;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2334;0;0;0;0;0;0;0;0;0;0;1;;5;;3.5;;9;7;;;;;1;2;1;;9;7.5;0.2;0.07;
CANCERO;2014;340015502;340000512;1;0;0;505;16;7240;0;;;;3;0;0;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340015965;340000074;1;0;1;5232;3962;10045;1;;;;3958;0;3900;0;560;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;3413;0;0;0;0;0;0;0;0;0;0;5;;;;5;;2;;;;;2;;;;;3.35;;;;
CANCERO;2014;340017839;340784933;1;0;0;0;0;0;0;;;;0;5;0;7;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340020445;340021559;0;1;0;;;;0;;;;;;;;;;;;3;0;2;1119;23660;1474;;68;1119;68;4;3;9;2;11;0;2;1;1;;4;5.5;3.6;9.9;2;14.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340021211;340780055;1;0;0;125;0;891;1;;;;0;125;0;127;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340780139;340000090;0;0;0;227;154;143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340780634;340000272;1;0;1;889;734;1737;1;;;;660;0;642;0;57;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;642;0;0;0;0;0;0;0;0;0;0;;;2;;0.2;;;;;;;2;1;1;1;1;1;0.5;0.2;0.2;0.2
CANCERO;2014;340780642;340785856;1;0;0;2245;1662;4120;0;340780493;;;1732;0;1589;0;172;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340780667;340000280;1;0;0;5930;4619;10287;1;;;;5222;0;4372;0;572;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340780675;340000298;1;1;1;9507;8624;8009;1;;;;8413;0;8203;0;914;0;1;0;2;0;2;0;0;1474;0;68;70;68;4;3;9;2;11;0;2;1;1;;4;5.5;3.6;9.9;2;14.21;17;43;;;696;8197;0;0;0;6;0;0;8428;0;0;0;4;;2;;5;;;;;;;;;;;;;;;;
CANCERO;2014;340780683;340000306;0;0;0;571;450;265;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340780717;340008150;1;0;0;229;133;737;0;340000207;;;114;0;114;0;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340780741;340000348;0;0;0;710;548;905;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340781608;340015171;1;0;0;249;1;3427;0;340780493;;;106;0;0;0;44;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340782036;340780477;1;0;1;9588;7931;21342;1;;;;8088;48;6888;53;1325;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;11;;;1043;4315;0;0;0;0;0;0;6286;0;0;0;3;2;;2;1;1.4;22;17;;;1;1;;;;2;24.01;15.93;;;2.6
CANCERO;2014;340782085;340780477;1;0;0;967;123;7088;1;;;;50;0;14;0;37;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340785161;340780477;1;0;0;641;88;4090;1;;;;121;0;11;0;90;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;340796663;340780477;1;0;1;4870;3079;10962;1;;;;4102;0;2859;0;399;0;141;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;855;2222;0;0;1;0;0;0;1968;0;1;0;;2;;3;;2.77;10;6;;;;2;;1;;1;9.14;6;0.79;;1
CANCERO;2014;340798511;340798503;0;1;0;26547;26547;26547;0;;;;;;;;;;;;2;0;0;1306;25241;;;;1133;;3;2;14;2;12;;0;3;0;1;7;3;4;14;2.5;12.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350000121;350000303;1;1;1;10570;9001;15841;1;;;;8923;0;8665;0;954;0;0;0;2;;2;0;0;2;0;13;0;13;;;;;;2;;;;;;;;;;;52;22;;;217;8652;0;0;0;0;0;0;3659;0;0;0;3;1;2;;4.1;1;30;18;1;1;;8;8;;;1;36.22;24.4;1;1;0.5
CANCERO;2014;350000139;350001137;0;0;0;793;269;3120;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350000147;350000022;1;0;1;4588;3813;7173;1;;;;4237;0;3754;0;507;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1900;0;0;0;0;0;0;0;0;0;0;1;1;;;0.4;0.5;5;2;;;2;2;1;;;1;5.1;2.7;;;1.6
CANCERO;2014;350000154;350000030;1;0;0;232;147;1014;1;;;;111;0;84;0;25;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350000188;350000055;1;0;0;297;220;668;1;350002812;;;222;0;211;0;32;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350000196;350000311;1;0;1;3087;2786;2055;1;;;;2732;0;2732;0;244;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2489;0;0;0;0;0;0;0;0;0;0;1;;2;;;;2;;;;;;;;;;2;;;;
CANCERO;2014;350000741;350005179;1;0;1;10046;7208;34152;1;;;;7536;0;6655;0;1162;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;14;;;420;7812;0;0;9;13;0;0;3097;0;102;0;6;;;;2.92;;26;15;;;8;14;5;;;;35.44;19.7;;;6.29
CANCERO;2014;350002192;220020739;1;0;1;1197;1006;1184;1;;;;967;0;945;0;114;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;951;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;1;0;0;0;0;1;0;0;0;0;1.2;0;0;0;0
CANCERO;2014;350002200;350029948;1;0;0;78;0;123;0;350002812;;;78;0;0;0;29;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350002812;350023503;1;1;1;49361;47304;78212;1;;;;13058;0;11760;0;1745;0;4;0;5;;7;1834;32396;281;140;270;1753;301;6;7;26;2;9;28;5;0;2;2;1;7.27;6.6;28.28;3.6;9.44;45;40;15;6;1891;12323;777;1048;20;3;1;4;7729;2347;89;1;11;2;8;0;12.58;2;37;29;0;1;19;22;6;4;1;9;48.99;29.16;1.97;2.21;23.96
CANCERO;2014;350005146;350000733;1;0;1;5110;4555;7327;1;;;;2945;0;4290;0;405;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;1606;0;0;0;11;0;0;0;0;0;0;;2;4;;2;2;2;2;;;;;;1;1;1;2;2;0.5;0.5;0.5
CANCERO;2014;350007084;350005179;1;0;1;2637;1869;7285;1;;;;1909;0;1508;0;118;0;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;;;445;2071;0;0;445;2041;0;0;2437;0;2437;0;2;;2;;1.8;;18;10;;;10;22;6;;;5;35.93;14.03;;;11.13
CANCERO;2014;350036299;350036281;0;1;0;998;998;998;0;;;;;;;;;;;;2;0;2;998;25164;0;87;12;970;24;2;2;6;2;12;0;2;2;7;1;6;3.3;3.3;11.89;2.2;16.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350042628;350042578;1;0;0;63;0;958;1;;;;0;62;0;103;0;22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;350044764;350036281;0;1;0;613;613;613;0;;;;;;;;;;;;1;0;0;595;13578;0;0;0;595;0;1;1;6;1;3;0;2;2;0;0;0;1.7;2.2;6;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;360000038;360000046;1;0;0;291;282;291;1;180004145;;;291;0;282;0;24;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;360000129;360000269;0;0;0;402;106;2372;0;0;;;45;0;44;0;6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;360000137;360000053;1;0;1;6251;5748;6496;1;;;;5907;;5602;;629;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;15;0;0;479;4832;0;0;0;0;0;0;7465;0;0;0;4;;4;;4.23;;14;8;;;12;5;4;1;;4;15.5;11.4;0.8;;10.9
CANCERO;2014;370000051;370000028;0;0;0;202;133;408;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;370000085;370000077;0;0;0;147;31;973;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;370000093;370000192;1;0;1;3075;2404;4666;1;;;;2318;0;2265;0;309;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2329;0;0;0;;0;0;0;0;0;0;1;9;;7;1;13.7;7;3;;;1;4;3;1;1;;10;5;0.1;0.3;0.5
CANCERO;2014;370000499;370000481;1;1;1;886;710;1508;1;;;;833;0;684;0;1;0;67;0;0;;;0;0;12;0;0;0;0;;;;;;3;;;;;;;;;;;4;4;;;220;1000;0;0;216;994;0;0;1114;0;1105;0;6;;;;4.15;;9;6;1;;2;7;4;1;;4;14.15;6.4;1.5;;4.99
CANCERO;2014;370000531;370000606;1;0;1;1777;1766;252;0;370000861;;;1773;0;1766;0;168;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;0;0;0;1835;0;0;0;0;0;0;0;0;0;0;2;1;;;0.52;1;3;1;0;0;0;0;1;0;0;0;2.69;1.57;0;0;0
CANCERO;2014;370000861;370000481;1;1;1;36621;33024;72465;1;;;;12250;0;10240;0;1656;0;0;0;4;0;3;1440;20615;383;119;121;1359;154;5;2;16;0;4;10;1;0;7;0;1;4.78;2;19.21;;2.1;34;26;;;1627;10390;0;0;2;3;0;0;7362;0;6;0;22;;2;;17.88;;52;49;0;0;25;19;21;0;0;3;60.67;53.31;;;26.7
CANCERO;2014;370000903;370000614;1;0;1;546;504;205;0;370000861;;;461;0;443;0;53;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1353;0;0;0;71;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;370004467;370000481;1;1;0;4030;2045;15427;1;;;;2607;0;1657;0;419;0;0;0;0;;0;0;0;59;0;1;57;1;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;370007569;370007528;1;1;1;9287;7837;10208;1;;;;7550;0;7478;0;900;0;0;0;2;;3;0;18140;1279;0;20;10;18;5;;;;;0;;;;;;5;;;;;;20;;;0;7088;0;0;0;0;0;0;0;0;0;0;5;;;10;5;6;5;;;;2;2;;;;;6.6;;;;2
CANCERO;2014;370009938;370001299;1;0;0;0;0;0;0;;;;0;24;0;44;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380000034;380780049;1;0;0;4036;2809;5672;1;;;;3875;0;2739;0;411;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380000067;380780080;1;1;1;37339;33274;71158;1;;;;14992;183;13371;184;1911;15;104;0;3;0;2;1014;18771;2329;104;241;1043;211;;5;13;;11;17;;0;6;;11;0.22;4.5;18.05;;18.6;48;35;;;2098;13582;0;0;533;1;0;0;14673;0;2928;0;7;9;;1;6.7;7.67;53;23;1;1;12;19;3;4;0;18;52.69;15.15;3.01;0.5;20.15
CANCERO;2014;380000091;380780171;1;0;0;21;15;139;0;380780080;260000013;;22;0;108;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380000174;380781435;1;0;0;763;496;2206;1;;;;657;13;458;15;105;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380000406;380784751;1;0;1;1204;1111;832;1;;;;1075;0;1056;0;143;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1065;0;0;0;0;0;0;0;0;0;0;;1;2;;1;0.67;3;1;;;;2;;;;;1.99;0.8;;;
CANCERO;2014;380012658;380012609;1;1;1;31055;30139;8746;1;;;;521;0;9631;0;1191;0;0;0;3;0;0;847;20508;758;0;0;914;0;1;2;4;1;3;0;3;2;10;;4;2.9;3;10.6;1;5.9;30;25;;;916;9631;0;0;0;0;0;0;8749;0;0;0;5;3;2;0;6.4;3;5;5;;;;31;19;2;1;1;16.32;9.76;0.3;0.5;0.2
CANCERO;2014;380780197;380798173;0;0;0;326;121;991;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380780288;380795203;0;0;0;400;221;962;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380781450;380798140;0;0;0;183;98;576;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380785956;380795211;0;0;0;996;359;4302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;380786442;380798025;0;0;0;1472;155;10123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;390000040;390780146;1;0;1;3500;3067;3744;1;250000015;;;3153;0;3029;0;366;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;4505;0;0;0;0;0;0;0;0;0;0;;1;1;2;0.8;1.5;;;;;;26;17;2;;14;8.25;4.98;1;;4.98
CANCERO;2014;390000222;390780609;1;0;1;1115;1022;1232;0;250000015;;;1022;0;1001;0;118;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;;52;1011;0;0;0;0;0;0;763;0;0;0;;;;;0.5;;1;1;;;2;1;;1;;1;2;0.96;0.25;;3.19
CANCERO;2014;390004349;390004299;1;0;0;21;0;583;0;690783220;;;0;14;0;25;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;390780575;250017803;0;0;0;549;371;1011;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;400000105;400780193;1;1;1;20772;20273;31395;1;;;;5853;0;5743;0;684;0;5;0;1;0;0;601;13561;37;0;0;648;0;;3;7;2;1;0;2;;5;1;2;1.3;2.99;11.44;2.2;2.68;;17;;;0;4576;0;0;0;0;0;0;0;0;0;0;1;;7;;2.68;;5;1;;;7;2;;2;1;;6.5;1.71;0.9;0.5;6.92
CANCERO;2014;400000139;400011177;1;0;1;6466;5987;6349;1;;;;6155;0;5966;0;702;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24;;;1;5985;0;0;0;85;0;0;6;0;0;0;3;;;;3;;9;4;1;0;2;1;3;1;0;0;8.76;6.55;1.26;0;0.5
CANCERO;2014;400008199;400008108;1;0;0;5;0;18;0;400000139;;;0;16;0;23;0;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;400780284;400000154;0;0;0;240;89;1075;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;400780359;400000204;0;0;0;327;28;2214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;400782769;400001764;0;0;0;76;49;243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;410000020;410000087;1;0;1;5343;4723;5643;1;;;;4862;0;4602;0;491;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;;;1192;277;0;0;6;0;0;0;9896;0;17;0;0;2;1;0;0.5;1.1;13;14;0;0;3;7;4;0;0;1;15.92;16.58;0;0;3.13
CANCERO;2014;410000038;410000095;1;0;1;1592;1535;809;1;;;;1592;0;1541;0;175;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1477;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;1;;;;6;1;1;;1;5.18;1.6;0.2;;0.2
CANCERO;2014;410000046;410000103;1;0;1;607;532;669;1;410000087;;;507;0;503;0;60;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;503;0;0;0;0;0;0;0;0;0;0;0;;2;;0.4;;;;;;;;;;;;;;;;
CANCERO;2014;410000202;410000319;1;0;1;7498;6636;7732;1;;;;6972;0;6636;0;699;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;20;;;722;6636;0;0;0;0;0;0;8614;0;0;0;;;2;1;1.15;0.9;16;10;;;5;5;1;1;1;11;19.9;10.86;0.2;0.3;9.08
CANCERO;2014;410004998;410000871;0;0;0;322;54;1456;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;410005003;370001299;1;0;0;0;0;0;0;410000020;;;0;7;0;8;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;410007371;410007363;0;1;0;15924;15924;15924;0;;;;;;;;;;;;2;0;0;15924;15924;0;0;0;741;0;3;2;8;0;4;0;0;0;1;0;1;3;2;8.8;0;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420000010;420780033;1;1;1;19292;18310;31106;1;;;;5567;18;4884;41;693;11;0;0;2;0;;580;12704;88;0;0;620;0;2;2;5;1;5;0;0;0;5;0;0;2;2;7.05;1;5.31;29;18;;;1007;4989;0;0;0;0;0;0;7322;0;0;0;3;12;0;1;2.13;3.61;14;8;0;0;8;8;6;1;2;2;18.43;11.95;0.4;0.34;9.51
CANCERO;2014;420000226;420013831;1;0;0;1020;807;2317;1;;;;909;0;762;0;131;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420000234;420780652;1;0;0;219;93;1374;0;420784878;420010241;;22;0;0;0;20;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420000267;420013831;1;0;1;406;305;955;1;;;;322;0;298;0;50;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;358;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420010050;420787061;1;0;0;1484;339;9621;0;420013492;;;313;0;247;0;95;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420010241;420013492;1;1;1;53791;52510;87048;1;;;;13414;0;12267;0;1771;0;0;0;5;0;2;1726;36784;156;1;65;1746;65;5;5;18;4;6;0;2;2;16;;6;5.33;6.16;31.23;4;9.86;59;27;;;1768;15116;0;0;0;0;0;0;12512;0;0;0;2;;3;;5;;42;28;;;29;10;6;;;6;49.51;31.37;;;34.1
CANCERO;2014;420011413;420011405;1;0;1;2923;2190;7486;1;;;;2027;0;1948;0;257;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;2167;0;0;0;0;0;0;0;0;0;0;0;;2;;1;;2;;;;;2;;1;1;;3.5;;0.8;0.5;
CANCERO;2014;420780504;420000135;0;0;0;650;235;3283;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420780637;420002495;1;0;0;233;10;1427;1;;;;1736;0;1736;0;349;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420782310;420000853;1;0;0;598;121;3525;0;420000010;;;1;0;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;420785354;420784878;1;0;1;7004;4631;20015;1;;;;5094;0;4258;0;597;0;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;;;368;2953;0;0;367;1649;0;0;1351;0;1350;0;;4;;1;;2.65;31;14;1;1;28;14;4;3;0;7;30.31;8.87;0.42;0.3;23.12
CANCERO;2014;430000109;430000372;0;0;0;331;90;1626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;430000117;430000018;1;1;1;10483;10068;19902;1;;;;2965;6;2765;13;347;4;0;0;1;0;;325;6854;57;0;0;333;0;3;2;2;0;3;0;0;0;5;0;2;3.08;2;5.19;0;2.49;;20;;;0;3138;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1.7;8;0;1;0;2;2;0;0;0;0;2.1;0.03;0.41;0;1.33
CANCERO;2014;430000190;430000034;1;0;1;681;660;386;0;630000404;;;662;0;655;0;67;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;0;0;0;782;0;0;0;0;0;0;0;0;0;0;;;;1;;0.8;;;;;;2;13;0;0;0;0.84;1.3;0;0;0
CANCERO;2014;440000016;440000057;1;0;0;1124;778;1445;0;440000271;490000049;;587;0;510;0;63;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440000271;440000289;1;0;1;19151;15401;34680;1;;;;14330;35;12408;42;1858;0;125;12;;;;;;;;;;;;;;;;;;;;;;;;;;;45;38;;;3963;22398;0;0;611;2292;0;0;13263;0;2809;0;;;26;;13.04;;60;22;2;0;11;;;;;;56.21;18;0.6;;9
