BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2014;970210324;970200457;M1110;;1;0.26;0;0
DIALYSE_P;2014;970211231;970211207;M1110;5;2;5.7;;
DIALYSE_P;2014;970211231;970211207;N2500;14;0;14;;
DIALYSE_P;2014;970211231;970211207;N4100;3;0;3;;
DIALYSE_P;2014;970211231;970211207;NAUT;12;0;11.4;;
DIALYSE_P;2014;970211231;970211207;NCINF;44;0;43.4;;
DIALYSE_P;2014;970300026;970302022;M1110;2;1;2.33;0;1
DIALYSE_P;2014;970300026;970302022;N2500;5;;5;;
DIALYSE_P;2014;970300026;970302022;N4100;;3;0.82;;
DIALYSE_P;2014;970300026;970302022;NCINF;14;1;14.76;;
DIALYSE_P;2014;970302055;970303285;M1110;1;0;1;0;1
DIALYSE_P;2014;970302055;970303285;N2500;4;1;4.5;;
DIALYSE_P;2014;970302055;970303285;N4100;1;0;1;;
DIALYSE_P;2014;970302055;970303285;NAUT;2;0;2;;
DIALYSE_P;2014;970302055;970303285;NCINF;9;3;9.75;;
DIALYSE_P;2014;970302535;970300216;M1110;0;1;0.12;0;0
DIALYSE_P;2014;970302535;970300216;NAUT;2;2;4.37;;
DIALYSE_P;2014;970302535;970300216;NCINF;5;0;5;;
DIALYSE_P;2014;970303350;970300216;NAUT;;1;0.5;;
DIALYSE_P;2014;970303350;970300216;NCINF;1;0;1;;
DIALYSE_P;2014;970304580;970300216;NAUT;2;0;2;;
DIALYSE_P;2014;970304580;970300216;NCINF;2;0;2;;
DIALYSE_P;2014;970400024;970408589;M1110;1;3;2.9;0;1
DIALYSE_P;2014;970400024;970408589;N2500;10;;10;;
DIALYSE_P;2014;970400024;970408589;NAUT;1;1;1.5;;
DIALYSE_P;2014;970400024;970408589;NCINF;20;2;20.5;;
DIALYSE_P;2014;970400057;970408589;M1110;6;;3;0;1
DIALYSE_P;2014;970400057;970408589;N2500;9;;8.95;;
DIALYSE_P;2014;970400057;970408589;NAUT;3;;1.5;;
DIALYSE_P;2014;970400057;970408589;NCINF;21;;19.54;;
DIALYSE_P;2014;970400073;970403606;M1110;2;;2.23;;
DIALYSE_P;2014;970400073;970403606;N2500;7;;7;;
DIALYSE_P;2014;970400073;970403606;NAUT;3;;2.5;;
DIALYSE_P;2014;970400073;970403606;NCINF;11;;10.85;;
DIALYSE_P;2014;970403663;970463600;M1110;;3;0.2;1;1
DIALYSE_P;2014;970403663;970463600;N2500;2;;2;;
DIALYSE_P;2014;970403663;970463600;N4100;1;;1;;
DIALYSE_P;2014;970403663;970463600;NAUT;4;;4;;
DIALYSE_P;2014;970403663;970463600;NCINF;1;6;5.7;;
DIALYSE_P;2014;970403671;970463600;M1110;;2;0.1;1;1
DIALYSE_P;2014;970403671;970463600;N4100;1;;1;;
DIALYSE_P;2014;970403671;970463600;NAUT;2;;2;;
DIALYSE_P;2014;970403671;970463600;NCINF;1;2;2.3;;
DIALYSE_P;2014;970403697;970463592;M1110;2;;0.5;0;1
DIALYSE_P;2014;970403697;970463592;N2500;11;2;3.37;;
DIALYSE_P;2014;970403697;970463592;NAUT;13;1;6.96;;
DIALYSE_P;2014;970403697;970463592;NCINF;1;5;2.93;;
DIALYSE_P;2014;970403705;970463592;M1110;2;;1.82;0;1
DIALYSE_P;2014;970403705;970463592;N2500;6;1;4.71;;
DIALYSE_P;2014;970403705;970463592;N4100;2;;1.55;;
DIALYSE_P;2014;970403705;970463592;NAUT;12;2;10.79;;
DIALYSE_P;2014;970403705;970463592;NCINF;10;6;11.17;;
DIALYSE_P;2014;970403721;970463592;M1110;;1;0.88;0;1
DIALYSE_P;2014;970403721;970463592;N2500;6;;5.44;;
DIALYSE_P;2014;970403721;970463592;N4100;1;;0.93;;
DIALYSE_P;2014;970403721;970463592;NAUT;7;1;4.77;;
DIALYSE_P;2014;970403721;970463592;NCINF;13;6;12.53;;
DIALYSE_P;2014;970403747;970463592;M1110;;3;0.6;0;1
DIALYSE_P;2014;970403747;970463592;N2500;7;1;4.26;;
DIALYSE_P;2014;970403747;970463592;N4100;2;;0.36;;
DIALYSE_P;2014;970403747;970463592;NAUT;11;1;2.32;;
DIALYSE_P;2014;970403747;970463592;NCINF;1;6;2.4;;
DIALYSE_P;2014;970403754;970463592;M1110;3;;0.37;0;1
DIALYSE_P;2014;970403754;970463592;N2500;3;;3.4;;
DIALYSE_P;2014;970403754;970463592;N4100;2;;0.54;;
DIALYSE_P;2014;970403754;970463592;NAUT;12;6;4.83;;
DIALYSE_P;2014;970403754;970463592;NCINF;7;6;5.92;;
DIALYSE_P;2014;970403762;970463592;M1110;3;;0.29;0;1
DIALYSE_P;2014;970403762;970463592;N2500;3;;2.23;;
DIALYSE_P;2014;970403762;970463592;N4100;2;;0.36;;
DIALYSE_P;2014;970403762;970463592;NAUT;13;3;3.23;;
DIALYSE_P;2014;970403762;970463592;NCINF;2;3;1.54;;
DIALYSE_P;2014;970403770;970463592;M1110;3;1;0.51;0;1
DIALYSE_P;2014;970403770;970463592;N2500;3;;2.41;;
DIALYSE_P;2014;970403770;970463592;N4100;2;;0.69;;
DIALYSE_P;2014;970403770;970463592;NAUT;15;3;6.14;;
DIALYSE_P;2014;970403770;970463592;NCINF;4;7;4.88;;
DIALYSE_P;2014;970404018;970403978;M1110;1;2;2;0;1
DIALYSE_P;2014;970404018;970403978;N2500;6;;6;;
DIALYSE_P;2014;970404018;970403978;N4100;;3;0.75;;
DIALYSE_P;2014;970404018;970403978;NCINF;17;2;16.96;;
DIALYSE_P;2014;970404158;970463592;M1110;2;;2;0;1
DIALYSE_P;2014;970404158;970463592;N2500;11;2;10.7;;
DIALYSE_P;2014;970404158;970463592;N4100;2;;1.87;;
DIALYSE_P;2014;970404158;970463592;NAUT;21;2;12.27;;
DIALYSE_P;2014;970404158;970463592;NCINF;21;3;20.89;;
DIALYSE_P;2014;970405064;970463592;M1110;2;;2.54;0;1
DIALYSE_P;2014;970405064;970463592;N2500;8;1;7.32;;
DIALYSE_P;2014;970405064;970463592;N4100;2;;0.92;;
DIALYSE_P;2014;970405064;970463592;NAUT;11;4;9.15;;
DIALYSE_P;2014;970405064;970463592;NCINF;19;1;14.25;;
DIALYSE_P;2014;970405411;970405403;M1110;3;;3;;
DIALYSE_P;2014;970405411;970405403;N2500;13;2;14;;
DIALYSE_P;2014;970405411;970405403;NCINF;26;4;29;;
DIALYSE_P;2014;970405452;970405403;M1110;3;;3;;
DIALYSE_P;2014;970405452;970405403;N2500;9;1;9.3;;
DIALYSE_P;2014;970405452;970405403;NCINF;24;3;24.6;;
DIALYSE_P;2014;970405676;970463592;M1110;4;2;0.38;0;1
DIALYSE_P;2014;970405676;970463592;N4100;2;;0.82;;
DIALYSE_P;2014;970405676;970463592;NAUT;18;3;4.11;;
DIALYSE_P;2014;970405676;970463592;NCINF;6;1;4.65;;
DIALYSE_P;2014;970406641;970463592;M1110;;3;0.58;0;1
DIALYSE_P;2014;970406641;970463592;N2500;5;6;2.19;;
DIALYSE_P;2014;970406641;970463592;N4100;2;;0.64;;
DIALYSE_P;2014;970406641;970463592;NAUT;9;1;4.21;;
DIALYSE_P;2014;970406641;970463592;NCINF;1;6;2.19;;
DIALYSE_P;2014;970407151;970463592;M1110;4;1;1.91;0;1
DIALYSE_P;2014;970407151;970463592;N2500;10;;8.09;;
DIALYSE_P;2014;970407151;970463592;N4100;3;;2.11;;
DIALYSE_P;2014;970407151;970463592;NAUT;19;3;13.14;;
DIALYSE_P;2014;970407151;970463592;NCINF;25;;17.71;;
DIALYSE_P;2014;970407722;970463600;M1110;;2;0.1;1;1
DIALYSE_P;2014;970407722;970463600;N4100;1;;1;;
DIALYSE_P;2014;970407722;970463600;NAUT;2;;2;;
DIALYSE_P;2014;970407722;970463600;NCINF;1;2;2.3;;
DIALYSE_P;2014;970467197;970463600;M1110;;4;0.4;1;1
DIALYSE_P;2014;970467197;970463600;N2500;3;;3;;
DIALYSE_P;2014;970467197;970463600;N4100;1;;1;;
DIALYSE_P;2014;970467197;970463600;NAUT;7;;7;;
DIALYSE_P;2014;970467197;970463600;NCINF;1;8;7.85;;
DIALYSE_P;2014;980500763;970407250;M1110;1;;1;;
DIALYSE_P;2014;980500912;970463592;M1110;1;;0.05;0;1
DIALYSE_P;2014;980500912;970463592;N4100;2;;0.04;;
DIALYSE_P;2014;980500912;970463592;NAUT;3;;0.12;;
DIALYSE_P;2014;980500912;970463592;NCINF;6;;0.34;;
DIALYSE_P;2014;980500920;970407250;M1110;;4;1;;
